Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price,Price_log,Type_Lumped,Make_Lumped,Region_Lumped,Car_Age,is_classic,car_class,Mileage_per_Age,Price_Deviation_by_Make,Car_Age_Sq
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2012,5.3,300000,False,48000.0,10.778977123006351,Tahoe,Chevrolet,Dammam,13,0,Standard,21428.571428571428,4136.465324384786,169
Hilux,Najran,Toyota,Manual,Saudi,Full,2018,2.7,122000,False,65000.0,11.082157933374816,Hilux,Toyota,Other,7,0,Standard,15250.0,15625.44294826364,49
The 3,Riyadh,BMW,Automatic,Saudi,Semi Full,2013,2.0,156000,False,45000.0,10.714439990727769,Other,BMW,Riyadh,12,0,Premium,12000.0,-64076.28865979382,144
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2014,5.4,143000,False,60000.0,11.002116507732017,Expedition,Ford,Riyadh,11,0,Standard,11916.666666666666,22355.46271510516,121
GLE,Riyadh,Mercedes,Automatic,Other,Full,2020,6.9,24000,False,330000.0,12.706850963741102,Other,Mercedes,Riyadh,5,0,Standard,4000.0,204031.11111111112,25
Elantra,Riyadh,Hyundai,Automatic,Other,Standard,2015,2.0,300,False,25000.0,10.12667110305036,Elantra,Hyundai,Riyadh,10,0,Standard,27.272727272727273,-9998.635658914725,100
Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2020,2.4,100,False,72910.0,11.196994798246125,Sonata,Hyundai,Jeddah,5,0,Standard,16.666666666666668,37911.364341085275,25
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2010,4.6,344000,False,88000.0,11.385103457032141,Land Cruiser,Toyota,Riyadh,15,0,Standard,21500.0,38625.44294826364,225
Sedona,Jeddah,Kia,Automatic,Other,Semi Full,2016,3.2,118000,False,65000.0,11.082157933374816,Other,Kia,Jeddah,9,0,Standard,11800.0,32730.371900826445,81
Victoria,Khobar,Ford,Automatic,Saudi,Standard,2011,4.6,176000,False,50000.0,10.819798284210286,Other,Ford,Other,14,0,Standard,11733.333333333334,12355.46271510516,196
Prestige,Riyadh,Genesis,Automatic,Saudi,Semi Full,2016,3.5,293000,False,77000.0,11.251573687764477,Other,Other,Riyadh,9,0,Premium,29300.0,-12883.333333333328,81
Corolla,Riyadh,Toyota,Automatic,Saudi,Full,2003,1.0,50000,False,15000.0,9.61587214452889,Corolla,Toyota,Riyadh,22,0,Standard,2173.913043478261,-34374.55705173636,484
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2014,3.7,388000,False,37000.0,10.518700218288165,Other,Mazda,Riyadh,11,0,Standard,32333.333333333332,-10220.472440944883,121
Tahoe,Aseer,Chevrolet,Automatic,Other,Semi Full,2008,5.3,300000,False,35000.0,10.463131911491967,Tahoe,Chevrolet,Aseer,17,0,Standard,16666.666666666668,-8863.534675615214,289
CLA,Riyadh,Mercedes,Automatic,Other,Full,2020,2.0,15000,False,410000.0,12.923914877701906,Other,Mercedes,Riyadh,5,0,Standard,2500.0,284031.1111111111,25
Grand Cherokee,Dammam,Jeep,Automatic,Saudi,Full,2013,5.7,77000,False,77000.0,11.251573687764477,Other,Other,Dammam,12,0,Standard,5923.076923076923,13518.518518518518,144
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2018,1.4,127000,False,33000.0,10.404293143019792,Accent,Hyundai,Jeddah,7,0,Standard,15875.0,-1998.6356589147254,49
Vanquish,Dammam,Aston Martin,Automatic,Saudi,Full,2013,6.0,32000,False,400000.0,12.899222326086994,Other,Other,Dammam,12,0,Luxury,2461.5384615384614,110000.0,144
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,81967,False,35500.0,10.477316144080852,Accent,Hyundai,Riyadh,7,0,Standard,10245.875,501.36434108527465,49
Land Cruiser,Hail,Toyota,Manual,Gulf Arabic,Full,2013,1.0,378000,False,75000.0,11.225256725762893,Land Cruiser,Toyota,Other,12,0,Standard,29076.923076923078,25625.44294826364,144
ES,Dammam,Lexus,Automatic,Saudi,Full,2013,1.6,263000,False,66000.0,11.097425172408931,ES,Lexus,Dammam,12,0,Premium,20230.76923076923,-50461.711711711716,144
Hilux,Dammam,Toyota,Manual,Saudi,Full,2016,2.7,174172,False,65000.0,11.082157933374816,Hilux,Toyota,Dammam,9,0,Standard,17417.2,15625.44294826364,81
Hilux,Jazan,Toyota,Manual,Saudi,Semi Full,2017,2.7,106737,False,75000.0,11.225256725762893,Hilux,Toyota,Other,8,0,Standard,11859.666666666666,25625.44294826364,64
Safrane,Jeddah,Renault,Automatic,Saudi,Full,2012,2.6,144000,False,20000.0,9.90353755128617,Other,Other,Jeddah,13,0,Standard,10285.714285714286,250.0,169
Cores,Makkah,Kia,Manual,Saudi,Standard,2005,4.0,400,False,10000.0,9.210440366976517,Other,Kia,Makkah,20,0,Standard,19.047619047619047,-22269.628099173555,400
Cadenza,Dammam,Kia,Automatic,Gulf Arabic,Semi Full,2018,3.3,81000,False,70000.0,11.156264806643742,Other,Kia,Dammam,7,0,Standard,10125.0,37730.371900826445,49
D'max,Jeddah,Suzuki,Manual,Other,Full,2001,1.0,1000,False,7000.0,8.853808274977197,Other,Other,Jeddah,24,0,Standard,40.0,-7062.5,576
Silverado,Dammam,Chevrolet,Automatic,Saudi,Standard,2018,5.3,127000,False,85000.0,11.350418300109132,Other,Chevrolet,Dammam,7,0,Standard,15875.0,41136.465324384786,49
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2017,3.5,128439,False,76500.0,11.245059091624615,Taurus,Ford,Riyadh,8,0,Standard,14271.0,38855.46271510516,64
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,69000,False,55000.0,10.915106645867503,Sonata,Hyundai,Riyadh,7,0,Standard,8625.0,20001.364341085275,49
Malibu,Aseer,Chevrolet,Automatic,Saudi,Semi Full,2015,2.5,190217,False,27000.0,10.203629181337648,Other,Chevrolet,Aseer,10,0,Standard,17292.454545454544,-16863.534675615214,100
Land Cruiser Pickup,Tabouk,Toyota,Manual,Saudi,Semi Full,2015,4.0,96000,False,95000.0,11.461642696843066,Other,Toyota,Tabouk,10,0,Standard,8727.272727272728,45625.44294826364,100
Charger,Riyadh,Dodge,Automatic,Unknown,Full,2020,3.6,9120,False,115000.0,11.652696102959753,Other,Dodge,Riyadh,5,0,Standard,1520.0,62173.913043478264,25
Rio,Jeddah,Kia,Automatic,Other,Standard,2017,1.4,147000,False,26000.0,10.165890277802454,Other,Kia,Jeddah,8,0,Standard,16333.333333333334,-6269.628099173555,64
Maxima,Dammam,Nissan,Automatic,Other,Semi Full,2011,3.5,34000,False,20000.0,9.90353755128617,Other,Nissan,Dammam,14,0,Standard,2266.6666666666665,-14575.520833333336,196
X-Trail,Riyadh,Nissan,Automatic,Saudi,Standard,2018,2.5,30507,False,69500.0,11.149096419938578,Other,Nissan,Riyadh,7,0,Standard,3813.375,34924.479166666664,49
Cruze,Taef,Chevrolet,Automatic,Saudi,Standard,2013,1.8,175,False,15000.0,9.61587214452889,Other,Chevrolet,Taef,12,0,Standard,13.461538461538462,-28863.534675615214,144
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019,2.0,54000,False,80000.0,11.289794413577894,Taurus,Ford,Riyadh,6,0,Standard,7714.285714285715,42355.46271510516,36
Taurus,Dammam,Ford,Automatic,Saudi,Semi Full,2012,3.5,327000,False,35000.0,10.463131911491967,Taurus,Ford,Dammam,13,0,Standard,23357.14285714286,-2644.537284894839,169
Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2018,1.5,94000,False,28500.0,10.25769445336048,Sunny,Nissan,Dammam,7,0,Standard,11750.0,-6075.520833333336,49
S,Al-Jouf,Mercedes,Automatic,Other,Full,1993,3.0,138,False,22000.0,9.99884318585288,S,Mercedes,Other,32,1,Standard,4.181818181818182,-103968.88888888889,1024
ES,Dammam,Lexus,Automatic,Other,Full,2019,3.5,40000,False,185000.0,12.128116509451258,ES,Lexus,Dammam,6,0,Premium,5714.285714285715,68538.28828828828,36
Elantra,Taef,Hyundai,Manual,Saudi,Standard,2007,1.6,191700,False,13000.0,9.472781556562168,Elantra,Hyundai,Taef,18,0,Standard,10089.473684210527,-21998.635658914725,324
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2005,4.0,446,False,50000.0,10.819798284210286,Land Cruiser,Toyota,Riyadh,20,0,Standard,21.238095238095237,625.4429482636406,400
C,Riyadh,Mercedes,Automatic,Other,Full,2017,3.0,210000,False,210000.0,12.25486757159303,Other,Mercedes,Riyadh,8,0,Standard,23333.333333333332,84031.11111111111,64
Tahoe,Aseer,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,275000,False,40000.0,10.596659732783579,Tahoe,Chevrolet,Aseer,14,0,Standard,18333.333333333332,-3863.534675615214,196
S,Riyadh,Mercedes,Automatic,Other,Full,2017,3.0,26000,False,245000.0,12.409017571151187,S,Mercedes,Riyadh,8,0,Standard,2888.8888888888887,119031.11111111111,64
FJ,Jeddah,Toyota,Automatic,Saudi,Standard,2016,4.0,130,False,100000.0,11.51293546492023,Other,Toyota,Jeddah,9,0,Standard,13.0,50625.44294826364,81
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,55531,False,27500.0,10.221977646629885,Other,Other,Riyadh,5,0,Standard,9255.166666666666,-4930.555555555555,25
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2016,3.5,70263,False,89000.0,11.39640288460621,Expedition,Ford,Riyadh,9,0,Standard,7026.3,51355.46271510516,81
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,105500,False,32000.0,10.373522431293592,Accent,Hyundai,Dammam,7,0,Standard,13187.5,-2998.6356589147254,49
Malibu,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2017,2.5,175000,False,49000.0,10.799595985047786,Other,Chevrolet,Dammam,8,0,Standard,19444.444444444445,5136.465324384786,64
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,4.6,42000,False,138000.0,11.835016210489899,Land Cruiser,Toyota,Riyadh,9,0,Standard,4200.0,88625.44294826363,81
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2017,4.0,67357,False,126000.0,11.744045122410057,Prado,Toyota,Riyadh,8,0,Standard,7484.111111111111,76625.44294826363,64
Land Cruiser Pickup,Aseer,Toyota,Manual,Saudi,Standard,1983,1.5,2580,False,15000.0,9.61587214452889,Other,Toyota,Aseer,42,1,Standard,60.0,-34374.55705173636,1764
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2016,5.0,58000,False,250000.0,12.429220196836383,Range Rover,Land Rover,Riyadh,9,0,Premium,5800.0,61429.48717948719,81
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2013,5.7,340000,False,40000.0,10.596659732783579,Other,Other,Riyadh,12,0,Standard,26153.846153846152,-9380.0,144
6,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2015,2.0,82914,False,53000.0,10.87806606028079,Other,Mazda,Riyadh,10,0,Standard,7537.636363636364,5779.527559055117,100
Focus,Riyadh,Ford,Automatic,Saudi,Standard,2012,1.6,181,False,15000.0,9.61587214452889,Other,Ford,Riyadh,13,0,Standard,12.928571428571429,-22644.53728489484,169
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,285000,False,36000.0,10.491301994830229,Elantra,Hyundai,Riyadh,8,0,Standard,31666.666666666668,1001.3643410852746,64
Sierra,Taef,GMC,Automatic,Gulf Arabic,Semi Full,2000,1.5,400000,False,10000.0,9.210440366976517,Other,GMC,Taef,25,0,Standard,15384.615384615385,-35936.28158844765,625
Caprice,Al-Baha,Chevrolet,Automatic,Other,Full,2009,6.0,350000,False,15000.0,9.61587214452889,Other,Chevrolet,Other,16,0,Standard,20588.235294117647,-28863.534675615214,256
Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Standard,2018,4.0,86852,False,109000.0,11.599112335481124,Other,Toyota,Riyadh,7,0,Standard,10856.5,59625.44294826364,49
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2009,5.4,360,False,32000.0,10.373522431293592,Expedition,Ford,Riyadh,16,0,Standard,21.176470588235293,-5644.537284894839,256
G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2018,3.8,160000,False,100000.0,11.51293546492023,Other,Other,Riyadh,7,0,Premium,20000.0,10116.666666666672,49
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,30000,False,194500.0,12.178192583415596,Land Cruiser,Toyota,Riyadh,6,0,Standard,4285.714285714285,145125.44294826363,36
Grand Marquis,Dammam,Mercury,Automatic,Saudi,Semi Full,2000,3.8,179000,False,14000.0,9.546884034617925,Other,Other,Dammam,25,0,Standard,6884.615384615385,-2666.666666666668,625
The 5,Khobar,BMW,Automatic,Gulf Arabic,Full,1997,2.0,300000,False,10000.0,9.210440366976517,Other,BMW,Other,28,1,Premium,10344.827586206897,-99076.28865979382,784
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,2.0,31000,False,54000.0,10.896757843893464,Other,Mazda,Al-Medina,7,0,Standard,3875.0,6779.527559055117,49
Camry,Al-Baha,Toyota,Automatic,Gulf Arabic,Standard,2014,2.2,80250,False,55000.0,10.915106645867503,Camry,Toyota,Other,11,0,Standard,6687.5,5625.442948263641,121
ES,Riyadh,Lexus,Automatic,Other,Full,2018,3.5,66000,False,139000.0,11.842236406331555,ES,Lexus,Riyadh,7,0,Premium,8250.0,22538.288288288284,49
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2016,3.8,200,False,56000.0,10.933124826700707,Other,Mitsubishi,Riyadh,9,0,Standard,20.0,14268.817204301078,81
The 5,Jubail,BMW,Automatic,Gulf Arabic,Standard,2018,2.0,16000,False,145000.0,11.884495917930655,Other,BMW,Other,7,0,Premium,2000.0,35923.71134020618,49
CT-S,Dammam,Cadillac,Automatic,Saudi,Semi Full,2019,2.0,43000,False,135000.0,11.813037464800539,Other,Other,Dammam,6,0,Premium,6142.857142857143,44274.19354838709,36
Malibu,Jeddah,Chevrolet,Automatic,Other,Semi Full,2013,2.5,220000,False,21000.0,9.952325334619427,Other,Chevrolet,Jeddah,12,0,Standard,16923.076923076922,-22863.534675615214,144
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.4,166000,False,43000.0,10.668978650219241,Sonata,Hyundai,Riyadh,8,0,Standard,18444.444444444445,8001.364341085275,64
LX,Riyadh,Lexus,Automatic,Saudi,Full,2014,5.7,220000,False,180000.0,12.100717685412471,Other,Lexus,Riyadh,11,0,Premium,18333.333333333332,63538.288288288284,121
C,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2015,2.0,173000,False,108000.0,11.58989576532275,Other,Mercedes,Riyadh,10,0,Standard,15727.272727272728,-17968.88888888889,100
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2017,3.6,122102,False,53500.0,10.887455624298198,Other,Chevrolet,Riyadh,8,0,Standard,13566.888888888889,9636.465324384786,64
QX,Dammam,INFINITI,Automatic,Saudi,Full,2016,5.6,185000,False,119000.0,11.686887175419702,Other,Other,Dammam,9,0,Standard,18500.0,61300.0,81
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2021,1.5,11000,False,32500.0,10.389026137075234,Other,Other,Riyadh,4,0,Standard,2200.0,69.44444444444525,16
Blazer,Wadi Dawasir,Chevrolet,Automatic,Saudi,Full,2008,3.6,128000,False,15000.0,9.61587214452889,Other,Chevrolet,Other,17,0,Standard,7111.111111111111,-28863.534675615214,289
C300,Riyadh,Chrysler,Automatic,Gulf Arabic,Full,2018,5.7,49000,False,135000.0,11.813037464800539,Other,Other,Riyadh,7,0,Standard,6125.0,85620.0,49
Taurus,Taef,Ford,Automatic,Saudi,Standard,2011,3.5,22000,False,50000.0,10.819798284210286,Taurus,Ford,Taef,14,0,Standard,1466.6666666666667,12355.46271510516,196
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,3.5,132000,False,65000.0,11.082157933374816,Taurus,Ford,Dammam,8,0,Standard,14666.666666666666,27355.46271510516,64
H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.4,209677,False,47500.0,10.768506042432708,Other,Hyundai,Riyadh,8,0,Standard,23297.444444444445,12501.364341085275,64
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2019,2.0,6000,False,335000.0,12.721888795877375,Other,BMW,Riyadh,6,0,Premium,857.1428571428571,225923.71134020618,36
Taurus,Riyadh,Ford,Automatic,Other,Full,2016,3.5,91815,False,86000.0,11.362114203075018,Taurus,Ford,Riyadh,9,0,Standard,9181.5,48355.46271510516,81
Tucson,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,2.0,124000,False,58500.0,10.97679912709094,Other,Hyundai,Jeddah,8,0,Standard,13777.777777777777,23501.364341085275,64
Rav4,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,163000,False,69500.0,11.149096419938578,Other,Toyota,Riyadh,7,0,Standard,20375.0,20125.44294826364,49
Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2018,1.5,88000,False,24000.0,10.085850775128717,Sunny,Nissan,Jeddah,7,0,Standard,11000.0,-10575.520833333336,49
Sonata,Qassim,Hyundai,Automatic,Other,Semi Full,2016,2.4,152000,False,52000.0,10.859018228147887,Sonata,Hyundai,Qassim,9,0,Standard,15200.0,17001.364341085275,81
Impala,Dammam,Chevrolet,Automatic,Gulf Arabic,Standard,2018,3.6,112000,False,67000.0,11.112462823634855,Other,Chevrolet,Dammam,7,0,Standard,14000.0,23136.465324384786,49
Innova,Riyadh,Toyota,Automatic,Saudi,Full,2015,2.7,226000,False,45000.0,10.714439990727769,Other,Toyota,Riyadh,10,0,Standard,20545.454545454544,-4374.557051736359,100
The M,Dammam,BMW,Automatic,Gulf Arabic,Standard,2018,2.0,1600,False,135000.0,11.813037464800539,Other,BMW,Dammam,7,0,Premium,200.0,25923.71134020618,49
CX9,Taef,Mazda,Automatic,Saudi,Full,2015,2.5,234000,False,57000.0,10.950824090522445,Other,Mazda,Taef,10,0,Standard,21272.727272727272,9779.527559055117,100
Yukon,Jeddah,GMC,Automatic,Other,Full,2020,5.3,63860,False,175000.0,12.07254696717504,Yukon,GMC,Jeddah,5,0,Standard,10643.333333333334,129063.71841155234,25
Land Cruiser Pickup,Riyadh,Nissan,Manual,Saudi,Full,2012,4.8,339822,False,40000.0,10.596659732783579,Other,Nissan,Riyadh,13,0,Standard,24273.0,5424.479166666664,169
Accord,Riyadh,Honda,Automatic,Saudi,Full,2017,2.4,139806,False,71500.0,11.177466714598282,Accord,Honda,Riyadh,8,0,Standard,15534.0,26345.217391304344,64
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,68000,False,66000.0,11.097425172408931,Accord,Honda,Riyadh,9,0,Standard,6800.0,20845.217391304344,81
Camry,Al-Baha,Toyota,Manual,Saudi,Standard,2008,2.4,388000,False,17000.0,9.741027444837728,Camry,Toyota,Other,17,0,Standard,21555.555555555555,-32374.55705173636,289
Cadenza,Riyadh,Kia,Automatic,Gulf Arabic,Full,2018,3.3,69000,False,95000.0,11.461642696843066,Other,Kia,Riyadh,7,0,Standard,8625.0,62730.371900826445,49
Camaro,Riyadh,Chevrolet,Automatic,Other,Full,2017,2.0,81633,False,120000.0,11.695255355062795,Other,Chevrolet,Riyadh,8,0,Standard,9070.333333333334,76136.46532438479,64
Suburban,Riyadh,GMC,Automatic,Other,Standard,2004,1.1,212,False,14000.0,9.546884034617925,Suburban,GMC,Riyadh,21,0,Standard,9.636363636363637,-31936.28158844765,441
Genesis,Riyadh,Hyundai,Automatic,Saudi,Full,2017,5.0,106000,False,90000.0,11.407576060361786,Other,Hyundai,Riyadh,8,0,Standard,11777.777777777777,55001.364341085275,64
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,43000,False,30000.0,10.308985993422082,Sunny,Nissan,Riyadh,7,0,Standard,5375.0,-4575.520833333336,49
Taurus,Khobar,Ford,Automatic,Saudi,Semi Full,2011,3.5,281000,False,29500.0,10.292179440058462,Taurus,Ford,Other,14,0,Standard,18733.333333333332,-8144.537284894839,196
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2013,2.5,185000,False,42000.0,10.645448706505872,Camry,Toyota,Riyadh,12,0,Standard,14230.76923076923,-7374.557051736359,144
Land Cruiser 70,Hail,Toyota,Manual,Saudi,Semi Full,2011,4.0,352500,False,58000.0,10.968215530759236,Other,Toyota,Other,14,0,Standard,23500.0,8625.44294826364,196
Fusion,Al-Ahsa,Ford,Automatic,Saudi,Standard,2016,2.5,80000,False,50000.0,10.819798284210286,Other,Ford,Al-Ahsa,9,0,Standard,8000.0,12355.46271510516,81
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Semi Full,2006,4.0,325000,False,15000.0,9.61587214452889,Other,Nissan,Riyadh,19,0,Standard,16250.0,-19575.520833333336,361
Grand Cherokee,Khobar,Jeep,Automatic,Saudi,Full,2020,3.6,52000,False,162000.0,11.995357787034976,Other,Other,Other,5,0,Standard,8666.666666666666,98518.51851851851,25
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,179858,False,121500.0,11.707677772181546,Prado,Toyota,Riyadh,7,0,Standard,22482.25,72125.44294826363,49
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2013,3.6,353000,False,39500.0,10.584081267024454,Taurus,Ford,Riyadh,12,0,Standard,27153.846153846152,1855.462715105161,144
Sonata,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2018,2.5,90000,False,55000.0,10.915106645867503,Sonata,Hyundai,Jeddah,7,0,Standard,11250.0,20001.364341085275,49
Camry,Dammam,Toyota,Automatic,Saudi,Full,2020,3.5,26000,False,126000.0,11.744045122410057,Camry,Toyota,Dammam,5,0,Standard,4333.333333333333,76625.44294826363,25
Cerato,Qassim,Kia,Automatic,Saudi,Semi Full,2016,1.6,12100,False,30000.0,10.308985993422082,Other,Kia,Qassim,9,0,Standard,1210.0,-2269.628099173555,81
Charger,Jeddah,Dodge,Automatic,Saudi,Full,2017,5.7,64000,False,145000.0,11.884495917930655,Other,Dodge,Jeddah,8,0,Standard,7111.111111111111,92173.91304347827,64
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2014,5.4,16682,False,76500.0,11.245059091624615,Expedition,Ford,Riyadh,11,0,Standard,1390.1666666666667,38855.46271510516,121
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,129413,False,57500.0,10.959557617938563,Sonata,Hyundai,Riyadh,6,0,Standard,18487.571428571428,22501.364341085275,36
Traverse,Jubail,Chevrolet,Automatic,Gulf Arabic,Full,2012,3.6,176000,False,40000.0,10.596659732783579,Other,Chevrolet,Other,13,0,Standard,12571.42857142857,-3863.534675615214,169
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2015,4.0,203843,False,90000.0,11.407576060361786,Other,Toyota,Riyadh,10,0,Standard,18531.18181818182,40625.44294826364,100
FJ,Qassim,Toyota,Automatic,Gulf Arabic,Full,2017,4.0,114000,False,115000.0,11.652696102959753,Other,Toyota,Qassim,8,0,Standard,12666.666666666666,65625.44294826363,64
Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2013,5.6,442000,False,85000.0,11.350418300109132,Patrol,Nissan,Riyadh,12,0,Standard,34000.0,50424.479166666664,144
Suburban,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2018,5.3,58000,False,170000.0,12.04355959836804,Suburban,Chevrolet,Riyadh,7,0,Standard,7250.0,126136.46532438479,49
Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2016,5.3,110000,False,144000.0,11.87757552297847,Tahoe,Chevrolet,Dammam,9,0,Standard,11000.0,100136.46532438479,81
Impala,Qassim,Chevrolet,Automatic,Gulf Arabic,Standard,2019,3.5,53000,False,80000.0,11.289794413577894,Other,Chevrolet,Qassim,6,0,Standard,7571.428571428572,36136.465324384786,36
Charger,Riyadh,Dodge,Automatic,Saudi,Semi Full,2016,3.6,157136,False,84500.0,11.344518647594766,Other,Dodge,Riyadh,9,0,Standard,15713.6,31673.913043478264,81
CX3,Al-Medina,Mazda,Automatic,Saudi,Semi Full,2018,2.9,78000,False,54000.0,10.896757843893464,Other,Mazda,Al-Medina,7,0,Standard,9750.0,6779.527559055117,49
